id,created_at,updated_at,deleted_at,title,selected_type,file
23,2017-10-22 18:11:00.056204+03,2017-10-22 18:11:00.056204+03,2017-10-23 15:38:13.506162+03,,,"{""FileName"":""HV350824.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/23/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
12,2017-09-23 20:01:24.460526+03,2017-09-23 20:01:24.460526+03,2017-09-25 15:57:00.06333+03,vave,,"{""FileName"":"""",""Url"":"""",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
28,2017-10-22 18:49:16.51629+03,2017-10-22 18:49:16.51629+03,2017-10-23 15:38:37.063943+03,,,"{""FileName"":""related3.jpg"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/28/file.jpg"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
25,2017-10-22 18:24:21.109128+03,2017-10-22 18:24:21.109128+03,2017-10-23 15:38:34.447734+03,,,"{""FileName"":""HF4060-12-12.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/25/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
24,2017-10-22 18:11:40.674508+03,2017-10-22 18:11:40.674508+03,2017-10-23 15:38:09.457437+03,,,"{""FileName"":""HF18TP.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/24/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
34,2017-10-23 13:47:49.463039+03,2017-10-23 13:47:49.463039+03,2017-10-23 15:38:19.936606+03,,,"{""FileName"":""1053_afziioqyif.JPG"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/34/file.JPG"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
16,2017-10-17 02:12:02.146972+03,2017-10-23 15:37:49.699365+03,2017-10-23 19:32:44.463842+03,Alert,,"{""FileName"":""alert.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/16/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
17,2017-10-17 22:07:05.493829+03,2017-10-17 22:07:05.493829+03,2017-10-23 19:32:41.616149+03,Inlet manifold,,"{""FileName"":""inlet block.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/17/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
14,2017-10-06 00:38:11.195208+03,2017-10-06 00:38:11.195208+03,2017-10-20 17:37:01.002104+03,"Boom cable ",,"{""FileName"":""boom-cable.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/14/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
13,2017-09-23 20:01:50.385759+03,2017-09-25 16:00:02.85335+03,2017-10-20 17:37:04.915967+03,Saw pressure valve,,"{""FileName"":""Untitled-19 copy.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/13/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
11,2017-09-23 19:59:45.30204+03,2017-09-25 15:59:40.935984+03,2017-10-20 17:37:08.875623+03,Fitting,,"{""FileName"":""Untitled-3 copy.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/11/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
10,2017-09-22 22:57:45.578974+03,2017-09-25 15:59:04.629619+03,2017-10-20 17:37:17.385686+03,Inlet manifold,,"{""FileName"":""Untitled-26 copy.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/10/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
15,2017-10-17 01:26:20.657017+03,2017-10-17 01:26:20.657017+03,2017-10-20 17:39:09.329491+03,622b diameter measuring background,,"{""FileName"":""background.jpg"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/15/file.jpg"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
19,2017-10-20 17:40:13.15939+03,2017-10-20 17:40:13.15939+03,2017-10-20 17:41:41.809704+03,,,"{""FileName"":""background_lg.jpg"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/19/file.jpg"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
18,2017-10-17 22:31:29.361334+03,2017-10-17 22:31:29.361334+03,2017-10-23 19:32:38.550456+03,Boom cable,,"{""FileName"":""Boom cable.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/18/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
20,2017-10-20 17:42:29.276981+03,2017-10-20 17:42:29.276981+03,2017-10-23 19:32:35.084315+03,622b diameter measuring background,,"{""FileName"":""background.jpg"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/20/file.jpg"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
29,2017-10-22 18:50:01.25961+03,2017-10-22 18:50:01.25961+03,2017-10-23 15:38:39.543964+03,,,"{""FileName"":""product1.jpg"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/29/file.jpg"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
45,2017-10-23 15:05:20.086526+03,2017-10-23 15:05:20.086526+03,2017-10-23 15:38:42.776097+03,,,"{""FileName"":""1046_zzfxhnjkuy.jpg"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/45/file.jpg"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
21,2017-10-20 19:39:46.383406+03,2017-10-20 19:39:46.383406+03,2017-10-23 19:32:31.303247+03,,,"{""FileName"":""lm-622b-bg2.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/21/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
22,2017-10-21 22:10:29.900786+03,2017-10-21 22:11:31.039976+03,2017-10-22 19:01:29.91501+03,Kenny,,"{""FileName"":""kenny.jpg"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/22/file.jpg"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
26,2017-10-22 18:34:47.020902+03,2017-10-22 18:34:47.020902+03,2017-10-23 15:38:30.960385+03,,,"{""FileName"":""Boom cable.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/26/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
33,2017-10-22 18:57:13.459586+03,2017-10-22 18:57:13.459586+03,2017-10-22 19:01:13.753977+03,,,"{""FileName"":""triangle.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/33/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
32,2017-10-22 18:56:27.355657+03,2017-10-22 18:56:27.355657+03,2017-10-22 19:01:17.162909+03,,,"{""FileName"":""search.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/32/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
31,2017-10-22 18:52:34.549543+03,2017-10-22 18:52:34.549543+03,2017-10-22 19:01:21.970013+03,,,"{""FileName"":""related1.jpg"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/31/file.jpg"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
44,2017-10-23 15:05:14.906149+03,2017-10-23 15:05:14.906149+03,2017-10-23 15:38:49.69527+03,,,"{""FileName"":""1046_zzfxhnjkuy.jpg"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/44/file.jpg"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
30,2017-10-22 18:51:52.2947+03,2017-10-22 18:51:52.2947+03,2017-10-23 15:42:57.499433+03,,,"{""FileName"":""related4.jpg"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/30/file.jpg"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
37,2017-10-23 13:55:16.456112+03,2017-10-23 13:55:16.456112+03,2017-10-23 15:42:54.345596+03,,,"{""FileName"":""column1image.jpg"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/37/file.jpg"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
38,2017-10-23 13:55:49.559272+03,2017-10-23 13:55:49.559272+03,2017-10-23 15:42:51.307186+03,,,"{""FileName"":""1051_pznvbjqpoq.jpg"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/38/file.jpg"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
39,2017-10-23 14:37:15.363626+03,2017-10-23 14:37:15.363626+03,2017-10-23 15:42:48.227486+03,,,"{""FileName"":""1049_rrbztebxsw.jpg"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/39/file.jpg"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
42,2017-10-23 14:47:32.312987+03,2017-10-23 14:47:32.312987+03,2017-10-23 15:42:44.708747+03,,,"{""FileName"":""1038_bwoimlrhoz.jpg"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/42/file.jpg"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
9,2017-09-22 18:55:27.675328+03,2017-09-25 15:58:36.317613+03,2017-10-23 19:32:47.632139+03,BSP8,,"{""FileName"":""Untitled-2 copy.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/9/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
47,2017-10-23 15:06:33.388335+03,2017-10-23 15:06:33.388335+03,2017-10-23 15:29:00.676563+03,,,"{""FileName"":"""",""Url"":"""",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
46,2017-10-23 15:06:23.075795+03,2017-10-23 15:06:23.075795+03,2017-10-23 15:29:05.011071+03,,,"{""FileName"":"""",""Url"":"""",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
43,2017-10-23 14:50:17.779195+03,2017-10-23 14:50:17.779195+03,2017-10-23 15:29:09.537494+03,,,"{""FileName"":"""",""Url"":"""",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
41,2017-10-23 14:47:16.406607+03,2017-10-23 14:47:16.406607+03,2017-10-23 15:29:14.417336+03,,,"{""FileName"":"""",""Url"":"""",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
40,2017-10-23 14:46:54.514908+03,2017-10-23 14:46:54.514908+03,2017-10-23 15:29:17.930595+03,,,"{""FileName"":"""",""Url"":"""",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
36,2017-10-23 13:53:35.06698+03,2017-10-23 13:53:35.06698+03,2017-10-23 15:29:24.296506+03,,,"{""FileName"":"""",""Url"":"""",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
58,2017-10-23 20:18:28.542784+03,2018-01-04 18:25:19.012838+03,,,,"{""FileName"":""inlet block.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/58/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
27,2017-10-22 18:39:44.544225+03,2017-10-22 18:39:44.544225+03,2017-10-23 15:37:56.07865+03,,,"{""FileName"":""kenny.jpg"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/27/file.jpg"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
48,2017-10-23 15:10:30.592556+03,2017-10-23 15:10:30.592556+03,2017-10-23 15:38:25.8754+03,,,"{""FileName"":""1050_ewygdmnaoc.jpg"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/48/file.jpg"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
57,2017-10-23 20:18:10.466837+03,2017-10-23 20:21:04.464068+03,,"Boom cable ",,"{""FileName"":""Boom cable.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/57/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
56,2017-10-23 20:17:00.216206+03,2017-10-23 20:17:00.216206+03,2017-10-23 20:44:18.473858+03,,,"{""FileName"":""MP160070.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/56/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
49,2017-10-23 15:39:26.893519+03,2017-10-23 15:39:26.893519+03,2017-10-23 15:42:41.620541+03,,,"{""FileName"":""1050_ewygdmnaoc.jpg"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/49/file.jpg"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
51,2017-10-23 19:47:38.420737+03,2017-10-23 19:47:38.420737+03,2017-10-23 19:48:31.590354+03,,,"{""FileName"":""Boom cable.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/51/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
50,2017-10-23 19:46:45.179784+03,2017-10-23 19:46:45.179784+03,2017-10-23 19:48:35.22831+03,Inlet manifold,,"{""FileName"":""inlet block.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/50/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
55,2017-10-23 20:16:31.695582+03,2017-10-23 20:16:31.695582+03,2017-10-23 20:16:36.551204+03,,,"{""FileName"":""!GFW1250.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/55/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
54,2017-10-23 19:51:15.351308+03,2017-10-23 19:51:15.351308+03,2017-10-23 20:17:35.182511+03,Alert,,"{""FileName"":""alert.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/54/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
53,2017-10-23 19:49:24.212524+03,2017-10-23 19:49:24.212524+03,2017-10-23 20:17:38.703873+03,Inlet manifold,,"{""FileName"":""inlet block.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/53/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
52,2017-10-23 19:49:01.998578+03,2017-10-23 19:49:01.998578+03,2017-10-23 20:17:41.961514+03,"Boom cable ",,"{""FileName"":""Boom cable.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/52/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
35,2017-10-23 13:52:59.865713+03,2017-10-23 13:52:59.865713+03,2017-10-23 15:38:16.546275+03,,,"{""FileName"":""1045_qadgnyjhpw.jpg"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/35/file.jpg"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
69,2018-03-13 06:12:33.943865+03,2018-03-13 06:12:33.943865+03,,,,"{""FileName"":""622B Left Feed Arm.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/69/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
59,2018-03-09 21:58:39.833723+03,2018-03-09 21:59:46.975407+03,,,,"{""FileName"":""622B Rear Image Hose Swivel.jpg"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/59/file.jpg"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
70,2018-03-13 06:12:45.212138+03,2018-03-13 06:12:45.212138+03,,,,"{""FileName"":""622B Valve Top View.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/70/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
71,2018-03-13 06:18:29.233373+03,2018-03-13 06:18:29.233373+03,,,,"{""FileName"":""622B Valve Side View 2.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/71/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
60,2018-03-09 22:00:34.40253+03,2018-03-09 22:10:18.398348+03,2018-03-09 22:10:27.6849+03,,,"{""FileName"":""622B Valve.jpg"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/60/file.jpg"",""Delete"":true,""Video"":"""",""SelectedType"":"""",""Description"":""""}"
61,2018-03-09 22:06:13.699328+03,2018-03-09 22:10:07.854377+03,2018-03-09 22:10:32.496583+03,,,"{""FileName"":""622B Valve labels.jpg"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/61/file.jpg"",""Delete"":true,""Video"":"""",""SelectedType"":"""",""Description"":""""}"
62,2018-03-09 22:07:33.620128+03,2018-03-09 22:07:33.620128+03,2018-03-09 22:12:13.959254+03,,,"{""FileName"":""622B_Valve_Inlet_Labelled.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/62/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
72,2018-03-13 06:18:39.423351+03,2018-03-13 06:18:39.423351+03,,,,"{""FileName"":""622B Meas Cyl.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/72/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
63,2018-03-09 22:12:25.379366+03,2018-03-09 22:12:25.379366+03,2018-03-09 22:14:45.805564+03,,,"{""FileName"":""622B_Valve_Inlet_Labelled1.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/63/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
64,2018-03-09 22:14:58.220231+03,2018-03-09 22:14:58.220231+03,,,,"{""FileName"":""622B_Valve_Inlet_Labelled.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/64/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
65,2018-03-10 01:59:22.223584+03,2018-03-10 01:59:22.223584+03,,,,"{""FileName"":""Cylinder Top Saw.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/65/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
66,2018-03-10 02:00:16.793617+03,2018-03-10 02:00:16.793617+03,,,,"{""FileName"":""Pulse Oiler.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/66/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
67,2018-03-10 02:00:27.884074+03,2018-03-10 02:00:27.884074+03,,,,"{""FileName"":""622B 34 Saw Assembly.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/67/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
68,2018-03-13 06:12:20.309891+03,2018-03-13 06:12:20.309891+03,,,,"{""FileName"":""622B RH Feed Arm.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/68/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
73,2018-03-13 06:18:53.780475+03,2018-03-13 06:18:53.780475+03,,,,"{""FileName"":""622B SC Motor.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/73/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
74,2018-03-13 06:19:08.647824+03,2018-03-13 06:19:08.647824+03,,,,"{""FileName"":""622B Valve Side View 3.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/74/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
75,2018-03-13 06:20:12.379686+03,2018-03-13 06:20:12.379686+03,,,,"{""FileName"":""622B Valve Side View 2.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/75/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
76,2018-03-14 03:09:32.398599+03,2018-03-14 03:09:32.398599+03,,,,"{""FileName"":""Top Saw Assembly.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/76/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
77,2018-03-14 03:10:27.521201+03,2018-03-14 03:10:27.521201+03,,,,"{""FileName"":""622B Fixed Motor Assembly.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/77/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
80,2018-03-16 22:47:13.340585+03,2018-03-16 22:47:13.340585+03,,,,"{""FileName"":""ACCUMULATOR1.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/80/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
78,2018-03-16 22:43:15.228222+03,2018-03-16 22:43:15.228222+03,2018-03-16 22:46:55.153345+03,,,"{""FileName"":""ACCUMULATOR1.jpg"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/78/file.jpg"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
79,2018-03-16 22:45:32.001887+03,2018-03-16 22:45:32.001887+03,2018-03-16 22:47:02.400149+03,,,"{""FileName"":""ACCUMULATOR1.jpg"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/79/file.jpg"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
84,2018-04-03 22:03:35.165272+03,2018-04-03 22:03:35.165272+03,,,,"{""FileName"":""Fixed Mtr no Manifolds.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/84/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
82,2018-03-28 21:52:07.971511+03,2018-04-04 01:00:56.414732+03,,,,"{""FileName"":""622b valve saw side.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/82/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
85,2018-04-05 21:17:03.366206+03,2018-04-05 21:17:03.366206+03,,,,"{""FileName"":""622B Valve Desc.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/85/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
81,2018-03-28 21:51:29.571661+03,2018-04-05 21:40:50.03036+03,,,,"{""FileName"":""622B valve Block.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/81/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
86,2018-04-07 00:03:34.072397+03,2018-04-07 00:03:34.072397+03,2018-04-07 00:09:10.943742+03,,,"{""FileName"":""622B PumpSide.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/86/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
87,2018-04-07 00:09:38.79982+03,2018-04-07 00:09:38.79982+03,,,,"{""FileName"":""622B PumpSide.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/87/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
88,2018-04-07 00:14:29.204794+03,2018-04-07 00:14:29.204794+03,,,,"{""FileName"":""622B Top Saw Manifold Angle4.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/88/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
89,2018-04-07 00:36:45.890312+03,2018-04-07 00:36:45.890312+03,,,,"{""FileName"":""622B RH View 785-1999.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/89/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
90,2018-04-09 20:54:58.650637+03,2018-04-09 20:54:58.650637+03,,,,"{""FileName"":""622B Top Saw Manifold Angle3.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/90/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
91,2018-04-09 21:22:44.823162+03,2018-04-09 21:22:44.823162+03,,,,"{""FileName"":""Oiler Block.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/91/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
92,2018-04-12 23:00:58.576531+03,2018-04-12 23:00:58.576531+03,,,,"{""FileName"":""622B Top Saw Manifold Angle2.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/92/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
93,2018-04-13 00:37:52.732445+03,2018-04-13 00:37:52.732445+03,,,,"{""FileName"":""622B Top Saw Manifold Angle.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/93/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
94,2018-04-13 21:19:24.624443+03,2018-04-13 21:19:24.624443+03,,,,"{""FileName"":""622B Main Inlet Valve Angle2.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/94/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
95,2018-04-16 20:00:52.201142+03,2018-04-16 20:00:52.201142+03,,,,"{""FileName"":""622B Main Inlet Valve Front 34 saw.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/95/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
96,2018-04-16 21:44:30.832958+03,2018-04-16 21:44:30.832958+03,,,,"{""FileName"":""622B Top Saw Manifold 785+.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/96/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
97,2018-04-17 00:57:31.966297+03,2018-04-17 00:57:31.966297+03,,,,"{""FileName"":""622B Valve Bank Master Seal Kit.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/97/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
98,2018-04-17 20:44:41.971103+03,2018-04-17 20:44:41.971103+03,,,,"{""FileName"":""622B Main Saw 34 Saw Motor.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/98/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
99,2018-04-17 21:53:00.637181+03,2018-04-17 21:53:00.637181+03,,,,"{""FileName"":""622B Valve Bank Mounting.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/99/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
100,2018-04-18 04:22:32.394609+03,2018-04-18 04:22:32.394609+03,,,,"{""FileName"":""622B Hose Kits.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/100/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
101,2018-05-10 20:48:30.598171+03,2018-05-10 20:48:30.598171+03,,,,"{""FileName"":""DanfossLH.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/101/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
102,2018-05-10 20:48:47.640687+03,2018-05-10 20:48:47.640687+03,,,,"{""FileName"":""DanfossRH.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/102/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
103,2018-05-10 20:49:15.930049+03,2018-05-10 20:49:15.930049+03,,,,"{""FileName"":""DanfossRH_Complete.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/103/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
104,2018-05-10 20:58:25.205821+03,2018-05-10 20:58:25.205821+03,,,,"{""FileName"":""Danfoss_Back.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/104/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
105,2018-05-12 23:03:38.699984+03,2018-05-12 23:03:38.699984+03,,,,"{""FileName"":""TILT.PNG"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/105/file.PNG"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
106,2018-05-12 23:03:50.202219+03,2018-05-12 23:03:50.202219+03,,,,"{""FileName"":""FEED.PNG"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/106/file.PNG"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
1232,2021-10-16 20:47:22.580981+03,2021-10-16 20:47:22.580981+03,,,,"{""FileName"":""622C Smaller Image.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/1232/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
108,2018-05-16 00:42:09.424525+03,2018-05-16 00:42:09.424525+03,,,,"{""FileName"":""Untitled-7.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/108/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
109,2018-05-16 02:49:51.354042+03,2018-05-16 02:49:51.354042+03,,,,"{""FileName"":""Untitled-8.gif"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/109/file.gif"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
110,2018-05-16 03:41:14.595374+03,2018-05-16 03:41:14.595374+03,,,,"{""FileName"":""Untitled-9.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/110/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
111,2018-05-16 19:55:29.164106+03,2018-05-16 19:55:29.164106+03,,,,"{""FileName"":""SC 100 MAIN SAW.png"",""Url"":""//axisforestry.s3.amazonaws.com/figure_images/111/file.png"",""Video"":"""",""SelectedType"":"""",""Description"":""""}"
